time,seconds_elapsed,z,y,x
1758440520488869600,0.02686962890625,-0.08384302258491516,-0.02931150048971176,-0.08743365108966827
1758440520498839600,0.036839599609375,-0.07301567494869232,-0.02309435047209263,-0.03386257216334343
1758440520508809700,0.046809814453125,-0.05058978125452995,0.015393668785691261,0.03145045414566994
1758440520518780700,0.05678076171875,-0.016523154452443123,0.06659799814224243,0.10030408203601837
1758440520528750600,0.06675048828125,0.009459232911467552,0.10851728171110153,0.1621953845024109
1758440520538721800,0.0767216796875,0.027224648743867874,0.12093613296747208,0.18756014108657837
1758440520548691700,0.086691650390625,0.03802570700645447,0.12572599947452545,0.17489735782146454
1758440520558661600,0.09666162109375,0.04302738606929779,0.13822580873966217,0.1416025161743164
1758440520568632600,0.106632568359375,0.04120069742202759,0.15225324034690857,0.10441004484891891
1758440520578602800,0.116602783203125,0.04273414611816406,0.15487167239189148,0.07842718064785004
1758440520588573700,0.12657373046875,0.03976401314139366,0.1446439027786255,0.05837233364582062
1758440520598543600,0.136543701171875,0.03754160553216934,0.11235707253217697,0.0435800701379776
1758440520608513500,0.146513427734375,0.02893133834004402,0.06777042895555496,0.028966238722205162
1758440520618484700,0.156484619140625,0.015550285577774048,0.012185191735625267,0.011170465499162674
1758440520628454700,0.16645458984375,-0.001266969833523035,-0.02528558298945427,-0.011701809242367744
1758440520638425600,0.176425537109375,-0.015310350805521011,-0.027020366862416267,-0.02694893814623356
1758440520648395800,0.186395751953125,-0.02046256884932518,-0.032252237200737,-0.024136094376444817
1758440520658365700,0.19636572265625,-0.01919650286436081,-0.03777456656098366,-0.01519666239619255
1758440520668336600,0.206336669921875,-0.01914685219526291,-0.02436814084649086,-0.0065230936743319035
1758440520678306800,0.216306884765625,-0.02017989382147789,0.0009342867415398359,0.0014149905182421207
1758440520688277800,0.22627783203125,-0.01761934533715248,0.01785464957356453,0.010389253497123718
1758440520698247700,0.23624755859375,-0.013620341196656227,0.020238446071743965,0.014041779562830925
1758440520708217600,0.246217529296875,-0.008430810645222664,0.010082133114337921,0.007361894939094782
1758440520718188800,0.256188720703125,-0.008300581946969032,0.003753130557015538,-0.0001404962968081236
1758440520728158700,0.26615869140625,-0.008003768511116505,-0.005064557306468487,-0.008838631212711334
1758440520738129700,0.276129638671875,-0.006366190500557423,-0.011142956092953682,-0.02097359113395214
1758440520748099800,0.286099853515625,-0.006857582833617926,-0.015088813379406929,-0.03642408549785614
1758440520758069800,0.29606982421875,-0.0049358452670276165,-0.02846187725663185,-0.050224319100379944
1758440520768040700,0.306040771484375,-0.002788112498819828,-0.04951443150639534,-0.06025899201631546
1758440520778010600,0.3160107421875,0.0013722777366638184,-0.061572957783937454,-0.06558531522750854
1758440520787981800,0.32598193359375,0.0056091006845235825,-0.05701868608593941,-0.0563068613409996
1758440520797951700,0.33595166015625,0.005313489586114883,-0.03808840364217758,-0.03927008807659149
1758440520807921700,0.345921630859375,0.006477260962128639,-0.008878626860678196,-0.015228800475597382
1758440520817892900,0.355892822265625,0.009661868214607239,0.009160560555756092,0.007619789801537991
1758440520827862800,0.36586279296875,0.011983232572674751,0.022485345602035522,0.021106122061610222
1758440520837833700,0.375833740234375,0.012174712494015694,0.03728320077061653,0.02494852989912033
1758440520847803600,0.3858037109375,0.007845752872526646,0.03102671541273594,0.022542662918567657
1758440520857773800,0.39577392578125,0.0014075608924031258,0.02285533770918846,0.010353639721870422
1758440520867744800,0.405744873046875,-0.010307304561138153,0.01899542473256588,-0.004177980124950409
1758440520877714700,0.415714599609375,-0.015801139175891876,0.003687575226649642,-0.010725894942879677
1758440520887686000,0.425685791015625,-0.015983162447810173,-0.012920125387609005,-0.014358162879943848
1758440520897655800,0.43565576171875,-0.019296133890748024,-0.034002240747213364,-0.013094226829707623
1758440520907625700,0.445625732421875,-0.016927344724535942,-0.03742903843522072,-0.014673568308353424
1758440520917597000,0.455596923828125,-0.014213316142559052,-0.020790940150618553,-0.01627785712480545
1758440520927566800,0.46556689453125,-0.007292985916137695,-0.00758858909830451,-0.017194896936416626
1758440520937537800,0.475537841796875,-0.002636183053255081,-0.0004015164449810982,-0.01397087424993515
1758440520947507700,0.4855078125,0.0030032810755074024,-0.0009279514197260141,-0.0005237082950770855
1758440520957478000,0.495477783203125,0.004925817251205444,0.009624024853110313,0.012063989415764809
1758440520967448800,0.50544873046875,0.0002743473742157221,0.027922680601477623,0.02484160289168358
1758440520977418800,0.515418701171875,-0.004855966195464134,0.048645537346601486,0.02636067010462284
1758440520987389700,0.5253896484375,-0.004310002084821463,0.04435506835579872,0.022588903084397316
1758440520997359900,0.53535986328125,-0.0019294028170406818,0.009767267853021622,0.004443188197910786
1758440521007329800,0.545329833984375,-0.005664912052452564,-0.03765564411878586,-0.016869941726326942
1758440521017300500,0.555300537109375,-0.017657127231359482,-0.06614480912685394,-0.036509957164525986
1758440521027271000,0.56527099609375,-0.021765297278761864,-0.05176404118537903,-0.049848832190036774
1758440521037241600,0.57524169921875,-0.01958496682345867,-0.017281966283917427,-0.04731083661317825
1758440521047211500,0.58521142578125,-0.008964506909251213,0.010186262428760529,-0.04069750756025314
1758440521057181700,0.595181640625,-0.0013470682315528393,0.014872893691062927,-0.0347333624958992
1758440521067152600,0.605152587890625,0.0035583784338086843,0.01773720420897007,-0.036993443965911865
1758440521077122800,0.615122802734375,0.004530432168394327,0.009219084866344929,-0.03461044281721115
1758440521087093500,0.625093505859375,0.009506499394774437,0.0037623359821736813,-0.023612583056092262
1758440521097063700,0.635063720703125,0.0016837306320667267,0.017996134236454964,-0.011007041670382023
1758440521107033900,0.645033935546875,-0.00035898108035326004,0.027461916208267212,0.0008932566270232201
1758440521117004500,0.655004638671875,-0.0031861928291618824,0.018891597166657448,0.009422296658158302
1758440521126974500,0.664974365234375,-0.00421008700504899,0.004944212734699249,0.007983524352312088
1758440521136945700,0.674945556640625,-0.00532142398878932,-0.010481082834303379,0.0018505314365029335
1758440521146915600,0.68491552734375,-0.00635317200794816,-0.02904609777033329,-0.0039768945425748825
1758440521156885500,0.694885498046875,-0.0049784486182034016,-0.01573881506919861,-0.011530417948961258
1758440521166856700,0.704856689453125,-0.0015358319506049156,0.01438978873193264,-0.012728279456496239
1758440521176826600,0.71482666015625,-0.002529990393668413,0.023874370381236076,-0.0007730831857770681
1758440521186797600,0.724797607421875,-0.005482248496264219,0.03233778476715088,0.002123052254319191
1758440521196767700,0.734767822265625,-0.001480848528444767,0.04427700117230415,-0.00519211869686842
1758440521206737700,0.744737548828125,-0.0003302190452814102,0.04123072326183319,-0.01538851112127304
1758440521216708600,0.75470849609375,0.0034594591706991196,0.023567307740449905,-0.02447468414902687
1758440521226678500,0.764678466796875,0.007365737576037645,-0.0015811037737876177,-0.03399457037448883
1758440521236649700,0.774649658203125,0.0030996198765933514,-0.026929069310426712,-0.0301247276365757
1758440521246619600,0.78461962890625,0.001920943846926093,-0.03761596232652664,-0.013754963874816895
1758440521256589600,0.794589599609375,0.0013664737343788147,-0.02448285184800625,0.007463240530341864
1758440521266560800,0.804560791015625,0.0010760452132672071,0.003950806334614754,0.02959245815873146
1758440521276530700,0.81453076171875,0.00022090435959398746,0.030187739059329033,0.04939758777618408
1758440521286501600,0.824501708984375,-0.0060487957671284676,0.0497954897582531,0.06113276258111
1758440521296471600,0.834471435546875,-0.0031872293911874294,0.05963214114308357,0.07251192629337311
1758440521306442800,0.84444287109375,0.0036633419804275036,0.06200304254889488,0.07168123126029968
1758440521316412700,0.85441259765625,0.009627491235733032,0.05682665482163429,0.05217623710632324
1758440521326382600,0.864382568359375,0.012285599485039711,0.033368807286024094,0.032542385160923004
1758440521336353800,0.874353759765625,0.011660022661089897,0.0015536202117800713,0.01752801425755024
1758440521346323700,0.88432373046875,0.015048363246023655,-0.009085973724722862,0.00997448991984129
1758440521356294700,0.894294677734375,0.012533806264400482,-0.0025633603800088167,0.010862121358513832
1758440521366264600,0.9042646484375,0.00951828807592392,0.012631608173251152,0.01853671669960022
1758440521376234800,0.91423486328125,0.004222857765853405,0.01726284623146057,0.029217056930065155
1758440521386205700,0.924205810546875,0.004021019209176302,0.018403783440589905,0.032874781638383865
1758440521396175600,0.934175537109375,-0.0018493863753974438,0.013474805280566216,0.02603817917406559
1758440521406146800,0.944146728515625,-0.008542384952306747,-0.003070350270718336,0.011333702132105827
1758440521416116700,0.95411669921875,-0.008963696658611298,-0.017698828130960464,-0.005230894312262535
1758440521426086700,0.964086669921875,-0.006094959564507008,-0.027416851371526718,-0.01758929342031479
1758440521436057900,0.974057861328125,-0.0014922181144356728,-0.039366453886032104,-0.0236679594963789
1758440521446027800,0.98402783203125,0.0017715995199978352,-0.03348878398537636,-0.020129499956965446
1758440521455998700,0.993998779296875,0.003270959248766303,-0.025772539898753166,-0.009342631325125694
1758440521465968600,1.00396875,0.005234241485595703,-0.011118496768176556,0.011502462439239025
1758440521475939000,1.01393896484375,0.00981967244297266,0.006944392807781696,0.0316639244556427
1758440521485910000,1.023909912109375,0.01041853055357933,0.013061290606856346,0.045223526656627655
1758440521495880200,1.033880126953125,0.007359623443335295,0.01669144630432129,0.04413029924035072
1758440521505851100,1.04385107421875,0.008227855898439884,0.022748729214072227,0.027739020064473152
1758440521515821000,1.053821044921875,0.005140187218785286,0.014417029917240143,0.00576447881758213
1758440521525792000,1.0637919921875,-0.00023370422422885895,-0.011355521157383919,-0.007831647992134094
1758440521535762200,1.07376220703125,-0.003715787548571825,-0.03397081792354584,-0.01234836969524622
1758440521545732000,1.083732177734375,-0.006365710403770208,-0.036139003932476044,-0.014663894660770893
1758440521555703000,1.093703125,-0.008792383596301079,-0.011360952630639076,-0.00973704643547535
1758440521565673200,1.103673095703125,-0.009106249548494816,0.010426930151879787,0.005402606911957264
1758440521575644000,1.113643798828125,-0.0064920904114842415,0.019960515201091766,0.02032722905278206
1758440521585614000,1.123614013671875,-0.00265182601287961,0.02296440675854683,0.028215177357196808
1758440521595584000,1.133583984375,-0.000010236632078886032,0.017720907926559448,0.024592744186520576
1758440521605555000,1.143554931640625,0.0022440068423748016,0.003813197836279869,0.01375799160450697
1758440521615525000,1.153525146484375,0.00402433006092906,-0.019505707547068596,0.0006355317309498787
1758440521625496000,1.16349609375,0.007604669313877821,-0.02941894344985485,-0.008323676884174347
1758440521635466000,1.173466064453125,0.0053207422606647015,-0.021248897537589073,-0.019636785611510277
1758440521645436200,1.183436279296875,-0.0022407709620893,-0.0014309854013845325,-0.021841615438461304
1758440521655406800,1.19340673828125,-0.004984625615179539,0.016051867976784706,-0.017202390357851982
1758440521665377000,1.203376953125,-0.0010661729611456394,0.02935153990983963,-0.008217365480959415
1758440521675348000,1.213347900390625,-0.0005351384170353413,0.03357797861099243,-0.004309709183871746
1758440521685318000,1.22331787109375,-0.0038410783745348454,0.02213304303586483,-0.0011396040208637714
1758440521695288000,1.2332880859375,-0.011440674774348736,-0.006174493581056595,0.004054092802107334
1758440521705259000,1.243259033203125,-0.005622788332402706,-0.028607893735170364,0.009801284410059452
1758440521715229000,1.25322900390625,0.0035914822947233915,-0.018844744190573692,0.01207828801125288
1758440521725200000,1.263199951171875,0.00933813489973545,-0.006038634106516838,0.011401626281440258
1758440521735170000,1.273170166015625,0.009231874719262123,-0.0017030078452080488,0.012534535489976406
1758440521745141000,1.28314111328125,0.008907495066523552,0.007675504311919212,0.009509416297078133
